error,0.cx,0.cy,0.r,1.cx,1.cy,1.r
0.2777777777777778,0.0,0.0,2.0,0.5,0.0,1.0
0.2777777777777778,0.0,0.0,2.0,0.6388888888888888,0.0,1.0
0.2777777777777778,0.0,0.0,2.0,0.7777777777777777,0.0,1.0
0.2777777777777778,0.0,0.0,2.0,0.9166666666666665,0.0,1.0
0.2710451579525963,0.0,0.0,2.0,1.0555555555555554,0.0,1.0
0.23810426049133737,0.0,0.0,2.0,1.1910781345318535,0.0,1.0
0.20123719793796374,0.0,0.0,2.0,1.3101302647775221,0.0,1.0
0.16765407953161734,0.0,0.0,2.0,1.410748863746504,0.0,1.0
0.13900428305238655,0.0,0.0,2.0,1.4945759035123127,0.0,1.0
0.11516932416483315,0.0,0.0,2.0,1.5640780450385061,0.0,1.0
0.09552342258925299,0.0,0.0,2.0,1.6216627071209226,0.0,1.0
0.07936918154104598,0.0,0.0,2.0,1.6694244184155491,0.0,1.0
0.06607675839894346,0.0,0.0,2.0,1.7091090091860721,0.0,1.0
0.05511676391361518,0.0,0.0,2.0,1.7421473883855438,0.0,1.0
0.04605687946716523,0.0,0.0,2.0,1.7697057703423513,0.0,1.0
0.03854795939749339,0.0,0.0,2.0,1.792734210075934,0.0,1.0
0.0323088390789886,0.0,0.0,2.0,1.8120081897746807,0.0,1.0
0.027112837541455104,0.0,0.0,2.0,1.828162609314175,0.0,1.0
0.02277663192564605,0.0,0.0,2.0,1.8417190280849025,0.0,1.0
0.019151375993693043,0.0,0.0,2.0,1.8531073440477255,0.0,1.0
0.01611570480933451,0.0,0.0,2.0,1.862683032044572,0.0,1.0
0.013570248273742813,0.0,0.0,2.0,1.8707408844492392,0.0,1.0
0.011433325078282805,0.0,0.0,2.0,1.8775260085861107,0.0,1.0
0.009637551630688579,0.0,0.0,2.0,1.8832426711252521,0.0,1.0
0.008127158593842929,0.0,0.0,2.0,1.8880614469405965,0.0,1.0
0.006855855596887964,0.0,0.0,2.0,1.892125026237518,0.0,1.0
0.005785122304862569,0.0,0.0,2.0,1.895552954035962,0.0,1.0
0.004882832872183135,0.0,0.0,2.0,1.8984455151883932,0.0,1.0
0.004122142656376573,0.0,0.0,2.0,1.9008869316244847,0.0,1.0
0.003480582551196598,0.0,0.0,2.0,1.902948002952673,0.0,1.0
0.002939318728822554,0.0,0.0,2.0,1.9046882942282715,0.0,1.0
0.0024825449787063136,0.0,0.0,2.0,1.9061579535926827,0.0,1.0
0.0020969819660206918,0.0,0.0,2.0,1.9073992260820358,0.0,1.0
0.0017714631797439429,0.0,0.0,2.0,1.9084477170650462,0.0,1.0
0.0014965915246040185,0.0,0.0,2.0,1.9093334486549183,0.0,1.0
0.0012644537468289863,0.0,0.0,2.0,1.9100817444172202,0.0,1.0
0.0010683824033290712,0.0,0.0,2.0,1.9107139712906347,0.0,1.0
0.0009027570599253049,0.0,0.0,2.0,1.9112481624922992,0.0,1.0
0.0007628379646117539,0.0,0.0,2.0,1.911699541022262,0.0,1.0
0.0006446266823908475,0.0,0.0,2.0,1.9120809600045678,0.0,1.0
0.0005447491708734375,0.0,0.0,2.0,1.9124032733457632,0.0,1.0
